Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Mental Illness,Value
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,Other.Mental.Health,7883
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",Other.Mental.Health,14986
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Blindness/Low Vision,Other.Mental.Health,1450
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Refraction disorders,Other.Mental.Health,13102
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Glaucoma,Other.Mental.Health,4891
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Cataract,Other.Mental.Health,9891
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,Other.Mental.Health,11452
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Hearing problems,Other.Mental.Health,10592
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,Other.Mental.Health,3497
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Caries,Other.Mental.Health,3677
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,Other.Mental.Health,2535
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Loss of Teeth,Other.Mental.Health,1584
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Disorders - Other,Other.Mental.Health,4410
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),Other.Mental.Health,1695
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,Other.Mental.Health,1179
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin infection,Other.Mental.Health,2630
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Psoriasis,Other.Mental.Health,733
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,Other.Mental.Health,14196
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep apnea,Other.Mental.Health,7364
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep disturbance - Other,Other.Mental.Health,6962
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Malaise and fatigue,Other.Mental.Health,1724
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Syncope,Other.Mental.Health,834
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Abdominal pain,Other.Mental.Health,2851
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Chronic Pain Syndromes,Other.Mental.Health,2900
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Allergies and urticaria,Other.Mental.Health,1427
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Edema,Other.Mental.Health,1906
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Symptoms - Other,Other.Mental.Health,2697
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use Disorder,Other.Mental.Health,11281
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use History,Other.Mental.Health,2008
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Poisoning,Other.Mental.Health,185
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,Other.Mental.Health,5919
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,Other.Mental.Health,1528
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Housing insufficiency,Other.Mental.Health,3958
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Psychosocial factors - Other,Other.Mental.Health,8169
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Residual Codes,Other.Mental.Health,10838
Serious Mental Illness,A. Socio-demographic Characteristics,A1. Distribution of SMI among FY13 Veteran VHA Patients,SMI (Overall),Overall,,Overall,Serious.Mental.Illness,261730
Serious Mental Illness,A. Socio-demographic Characteristics,"A2. Distribution of SMI among FY13 Veteran VHA Patients by Sex, FY13",SMI by Sex,Sex,,F,Serious.Mental.Illness,30805
Serious Mental Illness,A. Socio-demographic Characteristics,"A2. Distribution of SMI among FY13 Veteran VHA Patients by Sex, FY13",SMI by Sex,Sex,,M,Serious.Mental.Illness,230925
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,18-44,Serious.Mental.Illness,53094
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,45-64,Serious.Mental.Illness,149560
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,65+,Serious.Mental.Illness,59074
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,AI/AN,Serious.Mental.Illness,1589
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Asian,Serious.Mental.Illness,1761
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Black/African American,Serious.Mental.Illness,60805
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,NH/OPI,Serious.Mental.Illness,1880
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,White,Serious.Mental.Illness,170488
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Hispanic,Serious.Mental.Illness,18238
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Multi-race,Serious.Mental.Illness,2388
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Unknown,Serious.Mental.Illness,4581
Serious Mental Illness,A. Socio-demographic Characteristics,"A5. Distribution of SMI among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",SMI by Rural/Urban Status,Geography,,Highly Rural,Serious.Mental.Illness,2085
Serious Mental Illness,A. Socio-demographic Characteristics,"A5. Distribution of SMI among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",SMI by Rural/Urban Status,Geography,,Other Rural,Serious.Mental.Illness,73842
Serious Mental Illness,A. Socio-demographic Characteristics,"A5. Distribution of SMI among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",SMI by Rural/Urban Status,Geography,,Urban,Serious.Mental.Illness,184880
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,No SC,Serious.Mental.Illness,101163
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,SC 0-49,Serious.Mental.Illness,44052
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,SC 50-99,Serious.Mental.Illness,58202
Serious Mental Illness,A. Socio-demographic Characteristics,"A6. Distribution of SMI among FY13 Veteran VHA Patients by Service-Connected Status, FY13",SMI by Service-Connected Status,Service Connection,,SC 100,Serious.Mental.Illness,58019
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,Serious.Mental.Illness,2195
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,Serious.Mental.Illness,2256
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,Serious.Mental.Illness,3288
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,Serious.Mental.Illness,13975
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,Serious.Mental.Illness,35579
Serious Mental Illness,B. VHA Outpatient Utilization,"B1. Distribution of SMI among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",SMI by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,Serious.Mental.Illness,204437
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,Serious.Mental.Illness,27454
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,Serious.Mental.Illness,47738
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,Serious.Mental.Illness,49489
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,Serious.Mental.Illness,86472
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,Serious.Mental.Illness,38395
Serious Mental Illness,B. VHA Outpatient Utilization,"B2. Distribution of SMI among FY13 Veteran VHA Patients by Primary Care Visits, FY13",SMI by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,Serious.Mental.Illness,12182
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,Serious.Mental.Illness,31469
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,CARDIOVASCULAR,Serious.Mental.Illness,158704
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,Serious.Mental.Illness,21326
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,Serious.Mental.Illness,27616
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,Serious.Mental.Illness,63539
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,Serious.Mental.Illness,46331
Serious Mental Illness,B. VHA Outpatient Utilization,"B3. Distribution of SMI among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",SMI by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,Serious.Mental.Illness,71449
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,Serious.Mental.Illness,162925
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,Serious.Mental.Illness,42078
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,Serious.Mental.Illness,21727
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,Serious.Mental.Illness,24242
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,Serious.Mental.Illness,8694
Serious Mental Illness,B. VHA Outpatient Utilization,"B4. Distribution of SMI among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",SMI by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,Serious.Mental.Illness,2064
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,0 encounters,Serious.Mental.Illness,57479
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,1 encounter,Serious.Mental.Illness,40321
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,2 encounters,Serious.Mental.Illness,30673
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,Serious.Mental.Illness,56029
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,Serious.Mental.Illness,44890
Serious Mental Illness,B. VHA Outpatient Utilization,"B5. Distribution of SMI among FY13 Veteran VHA Patients by Telephone Visits, FY13",SMI by Telephone Visits,Encounters,Telephone Visits,12+ encounters,Serious.Mental.Illness,32338
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,Serious.Mental.Illness,189226
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,1 encounter,Serious.Mental.Illness,9272
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,2 encounters,Serious.Mental.Illness,8615
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,3-5 encounters,Serious.Mental.Illness,12283
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,6-11 encounters,Serious.Mental.Illness,11066
Serious Mental Illness,B. VHA Outpatient Utilization,"B6. Distribution of SMI among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",SMI by Fee Outpatient Services,Encounters,Fee Outpatient Services,12+ encounters,Serious.Mental.Illness,31268
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,INFECTIOUS DISEASE,Serious.Mental.Illness,96815
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,ENDOCRINE/METABOLIC/NUTRITIONAL,Serious.Mental.Illness,179795
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,RESPIRATORY,Serious.Mental.Illness,98839
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,GASTROINTESTINAL,Serious.Mental.Illness,124230
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,URINARY,Serious.Mental.Illness,55386
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,REPRODUCTIVE HEALTH,Serious.Mental.Illness,67304
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,BREAST,Serious.Mental.Illness,3748
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,CANCER,Serious.Mental.Illness,20441
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,HEMATOLOGIC/IMMUNOLOGIC,Serious.Mental.Illness,37783
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,MUSCULOSKELETAL,Serious.Mental.Illness,156412
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,NEUROLOGIC,Serious.Mental.Illness,102589
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,MENTAL HEALTH/SUD,Serious.Mental.Illness,261730
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,SENSE ORGAN,Serious.Mental.Illness,115157
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,DENTAL,Serious.Mental.Illness,54634
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,DERMATOLOGIC,Serious.Mental.Illness,73829
Serious Mental Illness,C. Diagnoses,"C1. Distribution of SMI among FY13 Veteran VHA Patients by Domain, FY13",SMI by Domains,Domains,,OTHER,Serious.Mental.Illness,190056
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,HIV/AIDS,Serious.Mental.Illness,2637
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,Tuberculosis,Serious.Mental.Illness,774
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,Mycoses,Serious.Mental.Illness,25977
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,INFECTIOUS DISEASE,Infections - Other,Serious.Mental.Illness,16650
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Diabetes Mellitus,Serious.Mental.Illness,66985
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Lipid Disorders,Serious.Mental.Illness,123300
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Overweight/Obesity,Serious.Mental.Illness,56500
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders,Serious.Mental.Illness,26377
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,Serious.Mental.Illness,3363
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,Serious.Mental.Illness,17037
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",Serious.Mental.Illness,42188
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,Serious.Mental.Illness,23855
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Hypertension,Serious.Mental.Illness,132624
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Chest Pain/Angina,Serious.Mental.Illness,24003
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Acute MI,Serious.Mental.Illness,2416
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Coronary Artery Disease,Serious.Mental.Illness,30466
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Heart Failure,Serious.Mental.Illness,14086
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Valvular Disease,Serious.Mental.Illness,6250
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Atrial Fibrillation/Flutter,Serious.Mental.Illness,9915
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,CARDIOVASCULAR,Arrhythmia/Conduction Disorder - Other,Serious.Mental.Illness,18435
